23223.0,2.7718819949045885,2.0,.,.,.
23224.0,2.765447219752319,3.0,.,.,.
23225.0,2.767402563201443,4.0,.,.,.
23226.0,2.7776780812358326,4.0,.,.,.
23227.0,2.78786793766837,2.0,.,.,.
23228.0,2.7812998960997812,3.0,.,.,.
23229.0,2.7831230841047687,2.0,.,.,.
23230.0,2.7765945978905138,1.0,.,.,.
23231.0,2.761784060982504,3.0,.,.,.
23232.0,2.7637699422640774,2.0,.,.,.
23233.0,2.757402793037933,2.0,.,.,.
23234.0,2.7510887233937735,3.0,.,.,.
23235.0,2.753163766092526,3.0,.,.,.
23236.0,2.755221510249162,2.0,.,.,.
23237.0,2.7489256248150014,5.0,.,.,.
23238.0,2.767691650646634,2.0,.,.,.
23239.0,2.7612918081955913,3.0,.,.,.
23240.0,2.763281793130343,1.0,.,.,.
23241.0,2.748582238089825,.,.,.,.
23242.0,2.748582238089825,.,.,.,.
23243.0,2.748582238089825,2.0,.,.,.
23244.0,2.7423417007837485,3.0,.,.,.
23245.0,2.744489662820067,8.0,.,.,.
23246.0,2.788302094711761,2.0,.,.,.
23247.0,2.7817304338037223,2.0,.,.,.
23248.0,2.7752135573842445,5.0,.,.,.
23249.0,2.7937604345164413,2.0,.,.,.
23250.0,2.7871432702936736,5.0,.,.,.
23251.0,2.8055906956693715,5.0,.,.,.
23252.0,2.8238843345398594,3.0,.,.,.
23253.0,2.825352518427435,2.0,.,.,.
23254.0,2.8184719875788087,3.0,.,.,.
23255.0,2.81998529136291,3.0,.,.,.
23256.0,2.8214859795274583,1.0,.,.,.
23257.0,2.806301206727155,5.0,.,.,.
23258.0,2.8245889224397893,3.0,.,.,.
23259.0,2.82605123254777,1.0,.,.,.
23260.0,2.8108284016286187,4.0,.,.,.
23261.0,2.820741901235422,1.0,.,.,.
23262.0,2.8055633314253896,1.0,.,.,.
23263.0,2.790511297387024,3.0,.,.,.
23264.0,2.792257694773093,4.0,.,.,.
23265.0,2.8023260086181123,4.0,.,.,.
23266.0,2.8123103882138776,1.0,.,.,.
23267.0,2.7972021075035336,3.0,.,.,.
23268.0,2.7988927271166135,1.0,.,.,.
23269.0,2.783896302406021,1.0,.,.,.
23270.0,2.7690248950189797,2.0,.,.,.
23271.0,2.7626139380092147,1.0,.,.,.
23272.0,2.7479199505263896,2.0,.,.,.
23273.0,2.741684934364199,4.0,.,.,.
23274.0,2.7521748467750733,1.0,.,.,.
23275.0,2.737567884518033,5.0,.,.,.
23276.0,2.7564285938706328,1.0,.,.,.
23277.0,2.7417861703561783,3.0,.,.,.
23278.0,2.743938763558161,1.0,.,.,.
23279.0,2.7294004612050777,2.0,.,.,.
23280.0,2.723319832307397,.,.,.,.
23281.0,2.723319832307397,6.0,.,.,.
23282.0,2.750635795452268,5.0,.,.,.
23283.0,2.7693875644886967,5.0,.,.,.
23284.0,2.787983009866518,2.0,.,.,.
23285.0,2.781414009001397,2.0,.,.,.
23286.0,2.7748997704494545,1.0,.,.,.
23287.0,2.760103362428473,.,.,.,.
